,id,type,author,settings,regular,dateCreated,dateSubmitted,dateModified,name,favorite,hidden,color,category,tags,grade,stage,status,is,os,prod,competitions,themes,team
0,NjQ9nLe,REGULAR,HD99037,"{'instrumentType': 'EQUITY', 'region': 'USA', 'universe': 'TOP3000', 'delay': 1, 'decay': 15, 'neutralization': 'SUBINDUSTRY', 'truncation': 0.08, 'pasteurization': 'ON', 'unitHandling': 'VERIFY', 'nanHandling': 'OFF', 'language': 'FASTEXPR', 'visualization': False}","{'code': 'group_rank(rank(assets/goodwill),sector)', 'description': None, 'operatorCount': 3}",2023-03-07T02:09:31-05:00,,2023-03-07T07:09:32-05:00,,False,False,,,[],INFERIOR,IS,UNSUBMITTED,"{'pnl': 1630387, 'bookSize': 20000000, 'longCount': 944, 'shortCount': 978, 'turnover': 0.0256, 'returns': 0.0334, 'drawdown': 0.0258, 'margin': 0.02612, 'fitness': 0.57, 'sharpe': 1.1, 'checks': [{'name': 'LOW_SHARPE', 'result': 'FAIL', 'limit': 1.25, 'value': 1.1}, {'name': 'LOW_FITNESS', 'result': 'FAIL', 'limit': 1.0, 'value': 0.57}, {'name': 'LOW_TURNOVER', 'result': 'PASS', 'limit': 0.01, 'value': 0.0256}, {'name': 'HIGH_TURNOVER', 'result': 'PASS', 'limit': 0.7, 'value': 0.0256}, {'name': 'CONCENTRATED_WEIGHT', 'result': 'PASS'}, {'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'PASS', 'limit': 0.48, 'value': 1.69}, {'name': 'SELF_CORRELATION', 'result': 'PENDING'}, {'name': 'MATCHES_COMPETITION', 'result': 'PASS', 'matched': [{'id': 'challenge', 'name': 'Challenge'}], 'unmatched': []}]}",,,,,
0,1mxEJWJ,REGULAR,HD99037,"{'instrumentType': 'EQUITY', 'region': 'USA', 'universe': 'TOP3000', 'delay': 1, 'decay': 15, 'neutralization': 'SUBINDUSTRY', 'truncation': 0.08, 'pasteurization': 'ON', 'unitHandling': 'VERIFY', 'nanHandling': 'OFF', 'language': 'FASTEXPR', 'visualization': False}","{'code': 'group_rank(rank(assets/employee),sector)', 'description': None, 'operatorCount': 3}",2023-03-07T02:10:20-05:00,,2023-03-07T07:10:20-05:00,,False,False,,,[],INFERIOR,IS,UNSUBMITTED,"{'pnl': -573004, 'bookSize': 20000000, 'longCount': 1289, 'shortCount': 1313, 'turnover': 0.0231, 'returns': -0.0117, 'drawdown': 0.0475, 'margin': -0.01018, 'fitness': -0.13, 'sharpe': -0.41, 'checks': [{'name': 'LOW_SHARPE', 'result': 'FAIL', 'limit': 1.25, 'value': -0.41}, {'name': 'LOW_FITNESS', 'result': 'FAIL', 'limit': 1.0, 'value': -0.13}, {'name': 'LOW_TURNOVER', 'result': 'PASS', 'limit': 0.01, 'value': 0.0231}, {'name': 'HIGH_TURNOVER', 'result': 'PASS', 'limit': 0.7, 'value': 0.0231}, {'name': 'CONCENTRATED_WEIGHT', 'result': 'PASS'}, {'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'PASS', 'limit': -0.18, 'value': 0.26}, {'name': 'SELF_CORRELATION', 'result': 'PENDING'}, {'name': 'MATCHES_COMPETITION', 'result': 'PASS', 'matched': [{'id': 'challenge', 'name': 'Challenge'}], 'unmatched': []}]}",,,,,
0,xzYgn1w,REGULAR,HD99037,"{'instrumentType': 'EQUITY', 'region': 'USA', 'universe': 'TOP3000', 'delay': 1, 'decay': 15, 'neutralization': 'SUBINDUSTRY', 'truncation': 0.08, 'pasteurization': 'ON', 'unitHandling': 'VERIFY', 'nanHandling': 'OFF', 'language': 'FASTEXPR', 'visualization': False}","{'code': 'group_rank(rank(assets/income_beforeextra),sector)', 'description': None, 'operatorCount': 3}",2023-03-07T02:11:07-05:00,,2023-03-07T07:11:07-05:00,,False,False,,,[],INFERIOR,IS,UNSUBMITTED,"{'pnl': -2156599, 'bookSize': 20000000, 'longCount': 1435, 'shortCount': 1466, 'turnover': 0.0285, 'returns': -0.0442, 'drawdown': 0.1106, 'margin': -0.03097, 'fitness': -0.84, 'sharpe': -1.41, 'checks': [{'name': 'LOW_SHARPE', 'result': 'FAIL', 'limit': 1.25, 'value': -1.41}, {'name': 'LOW_FITNESS', 'result': 'FAIL', 'limit': 1.0, 'value': -0.84}, {'name': 'LOW_TURNOVER', 'result': 'PASS', 'limit': 0.01, 'value': 0.0285}, {'name': 'HIGH_TURNOVER', 'result': 'PASS', 'limit': 0.7, 'value': 0.0285}, {'name': 'CONCENTRATED_WEIGHT', 'result': 'PASS'}, {'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'FAIL', 'limit': -0.61, 'value': -1.27}, {'name': 'SELF_CORRELATION', 'result': 'PENDING'}, {'name': 'MATCHES_COMPETITION', 'result': 'PASS', 'matched': [{'id': 'challenge', 'name': 'Challenge'}], 'unmatched': []}]}",,,,,
0,e29ROqO,REGULAR,HD99037,"{'instrumentType': 'EQUITY', 'region': 'USA', 'universe': 'TOP3000', 'delay': 1, 'decay': 15, 'neutralization': 'SUBINDUSTRY', 'truncation': 0.08, 'pasteurization': 'ON', 'unitHandling': 'VERIFY', 'nanHandling': 'OFF', 'language': 'FASTEXPR', 'visualization': False}","{'code': 'group_rank(rank(assets/pretax_income),sector)', 'description': None, 'operatorCount': 3}",2023-03-07T02:11:43-05:00,,2023-03-07T07:11:43-05:00,,False,False,,,[],INFERIOR,IS,UNSUBMITTED,"{'pnl': -2158421, 'bookSize': 20000000, 'longCount': 1423, 'shortCount': 1470, 'turnover': 0.0279, 'returns': -0.0442, 'drawdown': 0.1147, 'margin': -0.03171, 'fitness': -0.84, 'sharpe': -1.41, 'checks': [{'name': 'LOW_SHARPE', 'result': 'FAIL', 'limit': 1.25, 'value': -1.41}, {'name': 'LOW_FITNESS', 'result': 'FAIL', 'limit': 1.0, 'value': -0.84}, {'name': 'LOW_TURNOVER', 'result': 'PASS', 'limit': 0.01, 'value': 0.0279}, {'name': 'HIGH_TURNOVER', 'result': 'PASS', 'limit': 0.7, 'value': 0.0279}, {'name': 'CONCENTRATED_WEIGHT', 'result': 'PASS'}, {'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'FAIL', 'limit': -0.61, 'value': -1.23}, {'name': 'SELF_CORRELATION', 'result': 'PENDING'}, {'name': 'MATCHES_COMPETITION', 'result': 'PASS', 'matched': [{'id': 'challenge', 'name': 'Challenge'}], 'unmatched': []}]}",,,,,
0,G8dJLvP,REGULAR,HD99037,"{'instrumentType': 'EQUITY', 'region': 'USA', 'universe': 'TOP3000', 'delay': 1, 'decay': 15, 'neutralization': 'SUBINDUSTRY', 'truncation': 0.08, 'pasteurization': 'ON', 'unitHandling': 'VERIFY', 'nanHandling': 'OFF', 'language': 'FASTEXPR', 'visualization': False}","{'code': 'group_rank(rank(assets/interest_expense),sector)', 'description': None, 'operatorCount': 3}",2023-03-07T02:12:22-05:00,,2023-03-07T07:12:22-05:00,,False,False,,,[],INFERIOR,IS,UNSUBMITTED,"{'pnl': -1690305, 'bookSize': 20000000, 'longCount': 1097, 'shortCount': 1084, 'turnover': 0.0255, 'returns': -0.0346, 'drawdown': 0.1078, 'margin': -0.02712, 'fitness': -0.41, 'sharpe': -0.77, 'checks': [{'name': 'LOW_SHARPE', 'result': 'FAIL', 'limit': 1.25, 'value': -0.77}, {'name': 'LOW_FITNESS', 'result': 'FAIL', 'limit': 1.0, 'value': -0.41}, {'name': 'LOW_TURNOVER', 'result': 'PASS', 'limit': 0.01, 'value': 0.0255}, {'name': 'HIGH_TURNOVER', 'result': 'PASS', 'limit': 0.7, 'value': 0.0255}, {'name': 'CONCENTRATED_WEIGHT', 'result': 'PASS'}, {'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'FAIL', 'limit': -0.33, 'value': -1.44}, {'name': 'SELF_CORRELATION', 'result': 'PENDING'}, {'name': 'MATCHES_COMPETITION', 'result': 'PASS', 'matched': [{'id': 'challenge', 'name': 'Challenge'}], 'unmatched': []}]}",,,,,
0,96V07v1,REGULAR,HD99037,"{'instrumentType': 'EQUITY', 'region': 'USA', 'universe': 'TOP3000', 'delay': 1, 'decay': 15, 'neutralization': 'SUBINDUSTRY', 'truncation': 0.08, 'pasteurization': 'ON', 'unitHandling': 'VERIFY', 'nanHandling': 'OFF', 'language': 'FASTEXPR', 'visualization': False}","{'code': 'group_rank(rank(assets/sga_expense),sector)', 'description': None, 'operatorCount': 3}",2023-03-07T02:13:07-05:00,,2023-03-07T07:13:07-05:00,,False,False,,,[],INFERIOR,IS,UNSUBMITTED,"{'pnl': -3130255, 'bookSize': 20000000, 'longCount': 1190, 'shortCount': 1182, 'turnover': 0.0173, 'returns': -0.0641, 'drawdown': 0.162, 'margin': -0.07411, 'fitness': -1.04, 'sharpe': -1.45, 'checks': [{'name': 'LOW_SHARPE', 'result': 'FAIL', 'limit': 1.25, 'value': -1.45}, {'name': 'LOW_FITNESS', 'result': 'FAIL', 'limit': 1.0, 'value': -1.04}, {'name': 'LOW_TURNOVER', 'result': 'PASS', 'limit': 0.01, 'value': 0.0173}, {'name': 'HIGH_TURNOVER', 'result': 'PASS', 'limit': 0.7, 'value': 0.0173}, {'name': 'CONCENTRATED_WEIGHT', 'result': 'PASS'}, {'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'FAIL', 'limit': -0.63, 'value': -1.1}, {'name': 'SELF_CORRELATION', 'result': 'PENDING'}, {'name': 'MATCHES_COMPETITION', 'result': 'PASS', 'matched': [{'id': 'challenge', 'name': 'Challenge'}], 'unmatched': []}]}",,,,,
0,56QWkmn,REGULAR,HD99037,"{'instrumentType': 'EQUITY', 'region': 'USA', 'universe': 'TOP3000', 'delay': 1, 'decay': 15, 'neutralization': 'SUBINDUSTRY', 'truncation': 0.08, 'pasteurization': 'ON', 'unitHandling': 'VERIFY', 'nanHandling': 'OFF', 'language': 'FASTEXPR', 'visualization': False}","{'code': 'group_rank(rank(assets/income_tax),sector)', 'description': None, 'operatorCount': 3}",2023-03-07T02:13:47-05:00,,2023-03-07T07:13:47-05:00,,False,False,,,[],INFERIOR,IS,UNSUBMITTED,"{'pnl': 991917, 'bookSize': 20000000, 'longCount': 1304, 'shortCount': 1292, 'turnover': 0.0308, 'returns': 0.0203, 'drawdown': 0.0173, 'margin': 0.01321, 'fitness': 0.35, 'sharpe': 0.87, 'checks': [{'name': 'LOW_SHARPE', 'result': 'FAIL', 'limit': 1.25, 'value': 0.87}, {'name': 'LOW_FITNESS', 'result': 'FAIL', 'limit': 1.0, 'value': 0.35}, {'name': 'LOW_TURNOVER', 'result': 'PASS', 'limit': 0.01, 'value': 0.0308}, {'name': 'HIGH_TURNOVER', 'result': 'PASS', 'limit': 0.7, 'value': 0.0308}, {'name': 'CONCENTRATED_WEIGHT', 'result': 'PASS'}, {'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'PASS', 'limit': 0.38, 'value': 0.38}, {'name': 'SELF_CORRELATION', 'result': 'PENDING'}, {'name': 'MATCHES_COMPETITION', 'result': 'PASS', 'matched': [{'id': 'challenge', 'name': 'Challenge'}], 'unmatched': []}]}",,,,,
0,Ql3X7ZG,REGULAR,HD99037,"{'instrumentType': 'EQUITY', 'region': 'USA', 'universe': 'TOP3000', 'delay': 1, 'decay': 15, 'neutralization': 'SUBINDUSTRY', 'truncation': 0.08, 'pasteurization': 'ON', 'unitHandling': 'VERIFY', 'nanHandling': 'OFF', 'language': 'FASTEXPR', 'visualization': False}","{'code': 'group_rank(rank(assets/ebit),sector)', 'description': None, 'operatorCount': 3}",2023-03-07T02:14:43-05:00,,2023-03-07T07:14:43-05:00,,False,False,,,[],INFERIOR,IS,UNSUBMITTED,"{'pnl': -2085887, 'bookSize': 20000000, 'longCount': 1375, 'shortCount': 1459, 'turnover': 0.015, 'returns': -0.0427, 'drawdown': 0.104, 'margin': -0.05681, 'fitness': -0.7, 'sharpe': -1.19, 'checks': [{'name': 'LOW_SHARPE', 'result': 'FAIL', 'limit': 1.25, 'value': -1.19}, {'name': 'LOW_FITNESS', 'result': 'FAIL', 'limit': 1.0, 'value': -0.7}, {'name': 'LOW_TURNOVER', 'result': 'PASS', 'limit': 0.01, 'value': 0.015}, {'name': 'HIGH_TURNOVER', 'result': 'PASS', 'limit': 0.7, 'value': 0.015}, {'name': 'CONCENTRATED_WEIGHT', 'result': 'PASS'}, {'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'FAIL', 'limit': -0.52, 'value': -0.66}, {'name': 'SELF_CORRELATION', 'result': 'PENDING'}, {'name': 'MATCHES_COMPETITION', 'result': 'PASS', 'matched': [{'id': 'challenge', 'name': 'Challenge'}], 'unmatched': []}]}",,,,,
0,K8OaOe1,REGULAR,HD99037,"{'instrumentType': 'EQUITY', 'region': 'USA', 'universe': 'TOP3000', 'delay': 1, 'decay': 15, 'neutralization': 'SUBINDUSTRY', 'truncation': 0.08, 'pasteurization': 'ON', 'unitHandling': 'VERIFY', 'nanHandling': 'OFF', 'language': 'FASTEXPR', 'visualization': False}","{'code': 'group_rank(rank(assets/current_ratio),sector)', 'description': None, 'operatorCount': 3}",2023-03-07T02:15:43-05:00,,2023-03-07T07:15:43-05:00,,False,False,,,[],INFERIOR,IS,UNSUBMITTED,"{'pnl': -2976071, 'bookSize': 20000000, 'longCount': 1118, 'shortCount': 1121, 'turnover': 0.0177, 'returns': -0.061, 'drawdown': 0.1534, 'margin': -0.06873, 'fitness': -0.64, 'sharpe': -0.92, 'checks': [{'name': 'LOW_SHARPE', 'result': 'FAIL', 'limit': 1.25, 'value': -0.92}, {'name': 'LOW_FITNESS', 'result': 'FAIL', 'limit': 1.0, 'value': -0.64}, {'name': 'LOW_TURNOVER', 'result': 'PASS', 'limit': 0.01, 'value': 0.0177}, {'name': 'HIGH_TURNOVER', 'result': 'PASS', 'limit': 0.7, 'value': 0.0177}, {'name': 'CONCENTRATED_WEIGHT', 'result': 'PASS'}, {'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'FAIL', 'limit': -0.4, 'value': -1.19}, {'name': 'SELF_CORRELATION', 'result': 'PENDING'}, {'name': 'MATCHES_COMPETITION', 'result': 'PASS', 'matched': [{'id': 'challenge', 'name': 'Challenge'}], 'unmatched': []}]}",,,,,
0,0QRvXAK,REGULAR,HD99037,"{'instrumentType': 'EQUITY', 'region': 'USA', 'universe': 'TOP3000', 'delay': 1, 'decay': 15, 'neutralization': 'SUBINDUSTRY', 'truncation': 0.08, 'pasteurization': 'ON', 'unitHandling': 'VERIFY', 'nanHandling': 'OFF', 'language': 'FASTEXPR', 'visualization': False}","{'code': 'group_rank(rank(assets/cash),sector)', 'description': None, 'operatorCount': 3}",2023-03-07T02:16:39-05:00,,2023-03-07T07:16:39-05:00,,False,False,,,[],INFERIOR,IS,UNSUBMITTED,"{'pnl': -2780031, 'bookSize': 20000000, 'longCount': 1053, 'shortCount': 1063, 'turnover': 0.0232, 'returns': -0.057, 'drawdown': 0.1398, 'margin': -0.04903, 'fitness': -0.84, 'sharpe': -1.24, 'checks': [{'name': 'LOW_SHARPE', 'result': 'FAIL', 'limit': 1.25, 'value': -1.24}, {'name': 'LOW_FITNESS', 'result': 'FAIL', 'limit': 1.0, 'value': -0.84}, {'name': 'LOW_TURNOVER', 'result': 'PASS', 'limit': 0.01, 'value': 0.0232}, {'name': 'HIGH_TURNOVER', 'result': 'PASS', 'limit': 0.7, 'value': 0.0232}, {'name': 'CONCENTRATED_WEIGHT', 'result': 'PASS'}, {'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'FAIL', 'limit': -0.54, 'value': -1.41}, {'name': 'SELF_CORRELATION', 'result': 'PENDING'}, {'name': 'MATCHES_COMPETITION', 'result': 'PASS', 'matched': [{'id': 'challenge', 'name': 'Challenge'}], 'unmatched': []}]}",,,,,
0,d7OL1RK,REGULAR,HD99037,"{'instrumentType': 'EQUITY', 'region': 'USA', 'universe': 'TOP3000', 'delay': 1, 'decay': 15, 'neutralization': 'SUBINDUSTRY', 'truncation': 0.08, 'pasteurization': 'ON', 'unitHandling': 'VERIFY', 'nanHandling': 'OFF', 'language': 'FASTEXPR', 'visualization': False}","{'code': 'group_rank(rank(assets/rd_expense),sector)', 'description': None, 'operatorCount': 3}",2023-03-07T02:17:37-05:00,,2023-03-07T07:17:37-05:00,,False,False,,,[],INFERIOR,IS,UNSUBMITTED,"{'pnl': 618264, 'bookSize': 20000000, 'longCount': 695, 'shortCount': 695, 'turnover': 0.0537, 'returns': 0.0127, 'drawdown': 0.0188, 'margin': 0.00472, 'fitness': 0.16, 'sharpe': 0.5, 'checks': [{'name': 'LOW_SHARPE', 'result': 'FAIL', 'limit': 1.25, 'value': 0.5}, {'name': 'LOW_FITNESS', 'result': 'FAIL', 'limit': 1.0, 'value': 0.16}, {'name': 'LOW_TURNOVER', 'result': 'PASS', 'limit': 0.01, 'value': 0.0537}, {'name': 'HIGH_TURNOVER', 'result': 'PASS', 'limit': 0.7, 'value': 0.0537}, {'name': 'CONCENTRATED_WEIGHT', 'result': 'PASS'}, {'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'PASS', 'limit': 0.22, 'value': 0.77}, {'name': 'SELF_CORRELATION', 'result': 'PENDING'}, {'name': 'MATCHES_COMPETITION', 'result': 'PASS', 'matched': [{'id': 'challenge', 'name': 'Challenge'}], 'unmatched': []}]}",,,,,
0,OmraJ9d,REGULAR,HD99037,"{'instrumentType': 'EQUITY', 'region': 'USA', 'universe': 'TOP3000', 'delay': 1, 'decay': 15, 'neutralization': 'SUBINDUSTRY', 'truncation': 0.08, 'pasteurization': 'ON', 'unitHandling': 'VERIFY', 'nanHandling': 'OFF', 'language': 'FASTEXPR', 'visualization': False}","{'code': 'group_rank(rank(assets/enterprise_value),sector)', 'description': None, 'operatorCount': 3}",2023-03-07T02:18:22-05:00,,2023-03-07T07:18:22-05:00,,False,False,,,[],INFERIOR,IS,UNSUBMITTED,"{'pnl': -1584309, 'bookSize': 20000000, 'longCount': 1020, 'shortCount': 1016, 'turnover': 0.0299, 'returns': -0.0325, 'drawdown': 0.1488, 'margin': -0.02173, 'fitness': -0.19, 'sharpe': -0.37, 'checks': [{'name': 'LOW_SHARPE', 'result': 'FAIL', 'limit': 1.25, 'value': -0.37}, {'name': 'LOW_FITNESS', 'result': 'FAIL', 'limit': 1.0, 'value': -0.19}, {'name': 'LOW_TURNOVER', 'result': 'PASS', 'limit': 0.01, 'value': 0.0299}, {'name': 'HIGH_TURNOVER', 'result': 'PASS', 'limit': 0.7, 'value': 0.0299}, {'name': 'CONCENTRATED_WEIGHT', 'result': 'PASS'}, {'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'FAIL', 'limit': -0.16, 'value': -0.62}, {'name': 'SELF_CORRELATION', 'result': 'PENDING'}, {'name': 'MATCHES_COMPETITION', 'result': 'PASS', 'matched': [{'id': 'challenge', 'name': 'Challenge'}], 'unmatched': []}]}",,,,,
0,jw3mYdQ,REGULAR,HD99037,"{'instrumentType': 'EQUITY', 'region': 'USA', 'universe': 'TOP3000', 'delay': 1, 'decay': 15, 'neutralization': 'SUBINDUSTRY', 'truncation': 0.08, 'pasteurization': 'ON', 'unitHandling': 'VERIFY', 'nanHandling': 'OFF', 'language': 'FASTEXPR', 'visualization': False}","{'code': 'group_rank(rank(assets_curr/assets),sector)', 'description': None, 'operatorCount': 3}",2023-03-07T02:19:05-05:00,,2023-03-07T07:19:05-05:00,,False,False,,,[],INFERIOR,IS,UNSUBMITTED,"{'pnl': 2394377, 'bookSize': 20000000, 'longCount': 1130, 'shortCount': 1114, 'turnover': 0.0176, 'returns': 0.0491, 'drawdown': 0.0299, 'margin': 0.05566, 'fitness': 0.66, 'sharpe': 1.05, 'checks': [{'name': 'LOW_SHARPE', 'result': 'FAIL', 'limit': 1.25, 'value': 1.05}, {'name': 'LOW_FITNESS', 'result': 'FAIL', 'limit': 1.0, 'value': 0.66}, {'name': 'LOW_TURNOVER', 'result': 'PASS', 'limit': 0.01, 'value': 0.0176}, {'name': 'HIGH_TURNOVER', 'result': 'PASS', 'limit': 0.7, 'value': 0.0176}, {'name': 'CONCENTRATED_WEIGHT', 'result': 'PASS'}, {'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'PASS', 'limit': 0.45, 'value': 1.39}, {'name': 'SELF_CORRELATION', 'result': 'PENDING'}, {'name': 'MATCHES_COMPETITION', 'result': 'PASS', 'matched': [{'id': 'challenge', 'name': 'Challenge'}], 'unmatched': []}]}",,,,,
0,bPREazK,REGULAR,HD99037,"{'instrumentType': 'EQUITY', 'region': 'USA', 'universe': 'TOP3000', 'delay': 1, 'decay': 15, 'neutralization': 'SUBINDUSTRY', 'truncation': 0.08, 'pasteurization': 'ON', 'unitHandling': 'VERIFY', 'nanHandling': 'OFF', 'language': 'FASTEXPR', 'visualization': False}","{'code': 'group_rank(rank(assets_curr/assets_curr),sector)', 'description': None, 'operatorCount': 3}",2023-03-07T02:20:19-05:00,,2023-03-07T07:20:19-05:00,,False,False,,,[],INFERIOR,IS,UNSUBMITTED,"{'pnl': -1350631, 'bookSize': 20000000, 'longCount': 1163, 'shortCount': 874, 'turnover': 0.033, 'returns': -0.0342, 'drawdown': 0.1286, 'margin': -0.02074, 'fitness': -0.42, 'sharpe': -0.8, 'checks': [{'name': 'LOW_SHARPE', 'result': 'FAIL', 'limit': 1.25, 'value': -0.8}, {'name': 'LOW_FITNESS', 'result': 'FAIL', 'limit': 1.0, 'value': -0.42}, {'name': 'LOW_TURNOVER', 'result': 'PASS', 'limit': 0.01, 'value': 0.033}, {'name': 'HIGH_TURNOVER', 'result': 'PASS', 'limit': 0.7, 'value': 0.033}, {'name': 'CONCENTRATED_WEIGHT', 'result': 'FAIL'}, {'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'FAIL', 'limit': -0.35, 'value': -0.82}, {'name': 'SELF_CORRELATION', 'result': 'PENDING'}, {'name': 'MATCHES_COMPETITION', 'result': 'PASS', 'matched': [{'id': 'challenge', 'name': 'Challenge'}], 'unmatched': []}]}",,,,,
0,gP8KLn0,REGULAR,HD99037,"{'instrumentType': 'EQUITY', 'region': 'USA', 'universe': 'TOP3000', 'delay': 1, 'decay': 15, 'neutralization': 'SUBINDUSTRY', 'truncation': 0.08, 'pasteurization': 'ON', 'unitHandling': 'VERIFY', 'nanHandling': 'OFF', 'language': 'FASTEXPR', 'visualization': False}","{'code': 'group_rank(rank(assets_curr/equity),sector)', 'description': None, 'operatorCount': 3}",2023-03-05T08:58:59-05:00,,2023-03-05T13:58:59-05:00,,False,False,,,[],INFERIOR,IS,UNSUBMITTED,"{'pnl': 1048923, 'bookSize': 20000000, 'longCount': 1094, 'shortCount': 1140, 'turnover': 0.0192, 'returns': 0.0215, 'drawdown': 0.0478, 'margin': 0.02234, 'fitness': 0.29, 'sharpe': 0.7, 'checks': [{'name': 'LOW_SHARPE', 'result': 'FAIL', 'limit': 1.25, 'value': 0.7}, {'name': 'LOW_FITNESS', 'result': 'FAIL', 'limit': 1.0, 'value': 0.29}, {'name': 'LOW_TURNOVER', 'result': 'PASS', 'limit': 0.01, 'value': 0.0192}, {'name': 'HIGH_TURNOVER', 'result': 'PASS', 'limit': 0.7, 'value': 0.0192}, {'name': 'CONCENTRATED_WEIGHT', 'result': 'PASS'}, {'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'PASS', 'limit': 0.3, 'value': 1.27}, {'name': 'SELF_CORRELATION', 'result': 'PENDING'}, {'name': 'MATCHES_COMPETITION', 'result': 'PASS', 'matched': [{'id': 'challenge', 'name': 'Challenge'}], 'unmatched': []}]}",,,,,
0,d7OLYP2,REGULAR,HD99037,"{'instrumentType': 'EQUITY', 'region': 'USA', 'universe': 'TOP3000', 'delay': 1, 'decay': 15, 'neutralization': 'SUBINDUSTRY', 'truncation': 0.08, 'pasteurization': 'ON', 'unitHandling': 'VERIFY', 'nanHandling': 'OFF', 'language': 'FASTEXPR', 'visualization': False}","{'code': 'group_rank(rank(assets_curr/debt),sector)', 'description': None, 'operatorCount': 3}",2023-03-07T02:21:59-05:00,,2023-03-07T07:21:59-05:00,,False,False,,,[],INFERIOR,IS,UNSUBMITTED,"{'pnl': 105688, 'bookSize': 20000000, 'longCount': 941, 'shortCount': 976, 'turnover': 0.0244, 'returns': 0.0022, 'drawdown': 0.0662, 'margin': 0.00177, 'fitness': 0.01, 'sharpe': 0.05, 'checks': [{'name': 'LOW_SHARPE', 'result': 'FAIL', 'limit': 1.25, 'value': 0.05}, {'name': 'LOW_FITNESS', 'result': 'FAIL', 'limit': 1.0, 'value': 0.01}, {'name': 'LOW_TURNOVER', 'result': 'PASS', 'limit': 0.01, 'value': 0.0244}, {'name': 'HIGH_TURNOVER', 'result': 'PASS', 'limit': 0.7, 'value': 0.0244}, {'name': 'CONCENTRATED_WEIGHT', 'result': 'PASS'}, {'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'PASS', 'limit': 0.02, 'value': 0.64}, {'name': 'SELF_CORRELATION', 'result': 'PENDING'}, {'name': 'MATCHES_COMPETITION', 'result': 'PASS', 'matched': [{'id': 'challenge', 'name': 'Challenge'}], 'unmatched': []}]}",,,,,
0,vzkgpAz,REGULAR,HD99037,"{'instrumentType': 'EQUITY', 'region': 'USA', 'universe': 'TOP3000', 'delay': 1, 'decay': 15, 'neutralization': 'SUBINDUSTRY', 'truncation': 0.08, 'pasteurization': 'ON', 'unitHandling': 'VERIFY', 'nanHandling': 'OFF', 'language': 'FASTEXPR', 'visualization': False}","{'code': 'group_rank(rank(assets_curr/debt_lt),sector)', 'description': None, 'operatorCount': 3}",2023-03-07T02:22:40-05:00,,2023-03-07T07:22:40-05:00,,False,False,,,[],INFERIOR,IS,UNSUBMITTED,"{'pnl': 52698, 'bookSize': 20000000, 'longCount': 942, 'shortCount': 988, 'turnover': 0.02, 'returns': 0.0011, 'drawdown': 0.0702, 'margin': 0.00108, 'fitness': 0.0, 'sharpe': 0.03, 'checks': [{'name': 'LOW_SHARPE', 'result': 'FAIL', 'limit': 1.25, 'value': 0.03}, {'name': 'LOW_FITNESS', 'result': 'FAIL', 'limit': 1.0, 'value': 0.0}, {'name': 'LOW_TURNOVER', 'result': 'PASS', 'limit': 0.01, 'value': 0.02}, {'name': 'HIGH_TURNOVER', 'result': 'PASS', 'limit': 0.7, 'value': 0.02}, {'name': 'CONCENTRATED_WEIGHT', 'result': 'PASS'}, {'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'PASS', 'limit': 0.01, 'value': 0.57}, {'name': 'SELF_CORRELATION', 'result': 'PENDING'}, {'name': 'MATCHES_COMPETITION', 'result': 'PASS', 'matched': [{'id': 'challenge', 'name': 'Challenge'}], 'unmatched': []}]}",,,,,
